"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_desc","stop_timezone","wheelchair_boarding","level_id","platform_code"
"100634-Z_57510_STOP","303B00","AK 15 - CL 79","4.665772","-74.057395","0","","0","","","","0","",""
"100634-Z_57509_STOP","303A00","AK 15 - CL 80","4.665978","-74.057268","0","","0","","","","0","",""
"100634-Z_57512_STOP","304B00","AK 15 - CL 83","4.668915","-74.055718","0","","0","","","","0","",""
"100634-Z_57514_STOP","305B00","AK 15 - CL 85","4.670384","-74.055012","0","","0","","","","0","",""
"100634-Z_57520_STOP","308B00","AK 15 - CL 90","4.674751","-74.052874","0","","0","","","","0","",""
"100634-Z_57519_STOP","308A00","AK 15 - CL 91","4.675212","-74.052644","0","","0","","","","0","",""
"100634-Z_57532_STOP","310A00","AK 15 - CL 93","4.67739","-74.051524","0","","0","","","","0","",""
"100634-Z_57534_STOP","311A00","AK 15 - CL 95","4.681551","-74.049368","0","","0","","","","0","",""
"100634-Z_57535_STOP","311B00","AK 15 - CL 95","4.681286","-74.049485","0","","0","","","","0","",""
"100634-Z_57537_STOP","312B00","AK 15 - CL 97","4.682231","-74.04901","0","","0","","","","0","",""
"100634-Z_57536_STOP","312A00","AK 15 - CL 97","4.682426","-74.048899","0","","0","","","","0","",""
"100634-Z_56963_STOP","094B00","AK 15 - CL 98","4.683256","-74.048483","0","","0","","","","0","",""
"100634-Z_56962_STOP","094A00","AK 15 - CL 98","4.68368","-74.048356","0","","0","","","","0","",""
"100634-Z_57685_STOP","467A00","AK 18 - AC 13","4.607193","-74.08292","0","","0","","","","0","",""
"100634-Z_56875_STOP","027A00","AK 19 - AC 26","4.617855","-74.075496","0","","0","","","","0","",""
"100634-Z_57021_STOP","121A00","AK 19 - AC 32","4.62067","-74.074268","0","","0","","","","0","",""
"100634-Z_57789_STOP","621A00","AK 19 - AC 34","4.624306","-74.07362","0","","0","","","","0","",""
"100634-Z_56876_STOP","028A00","AK 19 - CL 22","4.615551","-74.080148","0","","0","","","","0","",""
"100634-Z_57257_STOP","199A00","AK 19 - CL 23","4.616302","-74.077895","0","","0","","","","0","",""
"100634-Z_57070_STOP","144A00","AK 19 - CL 43","4.632039","-74.072201","0","","0","","","","0","",""
"100634-Z_57071_STOP","145A00","AK 19 - CL 44","4.633743","-74.071716","0","","0","","","","0","",""
"100634-Z_57498_STOP","293A00","AK 19 - CL 95","4.684571","-74.052122","0","","0","","","","0","",""
"100634-Z_57497_STOP","292A00","AK 19 - CL 97","4.684422","-74.052432","0","","0","","","","0","",""
"100634-Z_56904_STOP","306A01","AK 19 - Cl148","4.730886","-74.04521","0","","0","","","","0","",""
"100634-Z_57635_STOP","391A00","AK 24 - AC 53","4.642223","-74.073949","0","","0","","","","0","",""
"100634-Z_57636_STOP","392A00","AK 24 - AC 53","4.642786","-74.073708","0","","0","","","","0","",""
"100634-Z_57579_STOP","340A00","AK 24 - AC 63","4.651795","-74.0722","0","","0","","","","0","",""
"100634-Z_57575_STOP","336A00","AK 24 - AC 68","4.65975","-74.06928","0","","0","","","","0","",""
"100634-Z_57641_STOP","399A00","AK 24 - AC 71","4.661736","-74.067818","0","","0","","","","0","",""
"100634-Z_57574_STOP","335A00","AK 24 - AC 72","4.663649","-74.066814","0","","0","","","","0","",""
"100634-Z_57145_STOP","163A00","AK 24 - CL 37","4.627256","-74.075542","0","","0","","","","0","",""
"100634-Z_57144_STOP","162A00","AK 24 - CL 39","4.627505","-74.075094","0","","0","","","","0","",""
"100634-Z_57147_STOP","166A00","AK 24 - CL 40","4.630553","-74.074848","0","","0","","","","0","",""
"100634-Z_57146_STOP","165A00","AK 24 - CL 40","4.631139","-74.075228","0","","0","","","","0","",""
"100634-Z_57143_STOP","161A00","AK 24 - CL 42","4.633111","-74.074987","0","","0","","","","0","",""
"100634-Z_57092_STOP","160A00","AK 24 - CL 49","4.638021","-74.074516","0","","0","","","","0","",""
"100634-Z_56872_STOP","024A00","AK 24 - CL 49","4.638196","-74.074623","0","","0","","","","0","",""
"100634-Z_56848_STOP","020A00","AK 24 - CL 66","4.657955","-74.070403","0","","0","","","","0","",""
"100634-Z_56869_STOP","021A00","AK 24 - CL 66","4.656945","-74.070864","0","","0","","","","0","",""
"100634-Z_57017_STOP","117A00","AK 24 - CL 67","4.65858","-74.06978","0","","0","","","","0","",""
"100634-Z_57637_STOP","393A00","AK 24 - CL 71","4.661856","-74.067958","0","","0","","","","0","",""
"100634-Z_57018_STOP","118A00","AK 24 - CL 77","4.66781","-74.063846","0","","0","","","","0","",""
"100634-Z_57571_STOP","331A00","AK 24 - CL 77","4.667157","-74.064524","0","","0","","","","0","",""
"100634-Z_57772_STOP","591A00","AK 24 - CL 82","4.670812","-74.063065","0","","0","","","","0","",""
"100634-Z_57771_STOP","590A00","AK 24 - CL 83","4.671818","-74.063156","0","","0","","","","0","",""
"100634-Z_57546_STOP","321B00","AK 27 - AC 13","4.61282","-74.088753","0","","0","","","","0","",""
"100634-Z_57545_STOP","321A00","AK 27 - AC 13","4.612478","-74.089056","0","","0","","","","0","",""
"100634-Z_57786_STOP","615A00","AK 27 - AC 19","4.616542","-74.085274","0","","0","","","","0","",""
"100634-Z_57151_STOP","171A00","AK 27 - AC 19","4.615519","-74.086152","0","","0","","","","0","",""
"100634-Z_57548_STOP","322B00","AK 27 - CL 10","4.608869","-74.091971","0","","0","","","","0","",""
"100634-Z_56921_STOP","048A00","AK 27 - CL 1a","4.595857","-74.102221","0","","0","","","","0","",""
"100634-Z_56839_STOP","011B00","AK 27 - CL 1g","4.599603","-74.09932","0","","0","","","","0","",""
"100634-Z_56838_STOP","011A00","AK 27 - CL 1g","4.599247","-74.099585","0","","0","","","","0","",""
"100634-Z_57787_STOP","616A00","AK 27 - CL 23","4.621105","-74.081477","0","","0","","","","0","",""
"100634-Z_57550_STOP","323B00","AK 27 - CL 4a","4.602318","-74.097169","0","","0","","","","0","",""
"100634-Z_56611_STOP","329A07","AK 36 - CL 38","4.619347","-74.096217","0","","0","","","","0","",""
"100634-Z_53135_STOP","137A06","AK 50 - AC 17","4.630301","-74.104872","0","","0","","","","0","",""
"100634-Z_52866_STOP","003A06","AK 50 - AC 24","4.637287","-74.098141","0","","0","","","","0","",""
"100634-Z_52261_STOP","006A05","AK 50 - AC 26","4.64137","-74.091691","0","","0","","","","0","",""
"100634-Z_52260_STOP","005A05","AK 50 - AC 26","4.641928","-74.091327","0","","0","","","","0","",""
"100634-Z_53029_STOP","086A06","AK 50 - CL 15","4.629322","-74.105366","0","","0","","","","0","",""
"100634-Z_52869_STOP","006A06","AK 50 - CL 19","4.633486","-74.10214","0","","0","","","","0","",""
"100634-Z_52868_STOP","005A06","AK 50 - CL 19","4.634001","-74.102007","0","","0","","","","0","",""
"100634-Z_53606_STOP","012A08","AK 50 - CL 1d","4.610168","-74.116927","0","","0","","","","0","",""
"100634-Z_53605_STOP","011A08","AK 50 - CL 1g","4.611251","-74.116586","0","","0","","","","0","",""
"100634-Z_53156_STOP","138A06","AK 50 - CL 21","4.636061","-74.100305","0","","0","","","","0","",""
"100634-Z_53603_STOP","009A08","AK 50 - CL 2c","4.614","-74.115216","0","","0","","","","0","",""
"100634-Z_53604_STOP","010A08","AK 50 - CL 2d","4.61386","-74.115021","0","","0","","","","0","",""
"100634-Z_52259_STOP","004A05","AK 50 - CL 45","4.64535","-74.087005","0","","0","","","","0","",""
"100634-Z_56042_STOP","006A07","AK 50 - CL 4c","4.618584","-74.112919","0","","0","","","","0","",""
"100634-Z_56041_STOP","005A07","AK 50 - CL 4f","4.618857","-74.11298","0","","0","","","","0","",""
"100634-Z_52257_STOP","002A05","AK 50 - CL 59","4.650873","-74.084489","0","","0","","","","0","",""
"100634-Z_52256_STOP","001A05","AK 50 - CL 59","4.651899","-74.084359","0","","0","","","","0","",""
"100634-Z_52756_STOP","197A05","AK 50 - CL 62","4.651786","-74.084131","0","","0","","","","0","",""
"100634-Z_57644_STOP","401A00","AK 50 - CL 91","4.680724","-74.064375","0","","0","","","","0","",""
"100634-Z_56191_STOP","087A07","AK 50 - TV 46","4.621372","-74.110801","0","","0","","","","0","",""
"100634-Z_56039_STOP","003A07","AK 50 - TV 48","4.623987","-74.109153","0","","0","","","","0","",""
"100634-Z_56037_STOP","001A07","AK 50 - TV 49","4.625463","-74.107987","0","","0","","","","0","",""
"100634-Z_52351_STOP","049A05","AK 60 - AC 63","4.661515","-74.087398","0","","0","","","","0","",""
"100634-Z_52757_STOP","198A05","AK 60 - AC 63","4.661603","-74.087865","0","","0","","","","0","",""
"100634-Z_52759_STOP","200A05","AK 60 - AC 64","4.665828","-74.085796","0","","0","","","","0","",""
"100634-Z_53141_STOP","433A05","AK 60 - AC 64","4.667","-74.084695","0","","0","","","","0","",""
"100634-Z_53142_STOP","434A05","AK 60 - AC 64","4.6682","-74.084322","0","","0","","","","0","",""
"100634-Z_52616_STOP","146A05","AK 60 - CL 57","4.657131","-74.089376","0","","0","","","","0","",""
"100634-Z_52618_STOP","148A05","AK 60 - CL 60","4.653971","-74.090777","0","","0","","","","0","",""
"100634-Z_52617_STOP","147A05","AK 60 - CL 61","4.657052","-74.089931","0","","0","","","","0","",""
"100634-Z_52858_STOP","001A06","AK 68 - AC 13","4.638082","-74.117699","0","","0","","","","0","",""
"100634-Z_52861_STOP","001D06","AK 68 - AC 13","4.638798","-74.116977","0","","0","","","","0","",""
"100634-Z_53097_STOP","126A06","AK 68 - AC 13","4.6393","-74.115929","0","","0","","","","0","",""
"100634-Z_52859_STOP","001B06","AK 68 - AC 13","4.638298","-74.11749","0","","0","","","","0","",""
"100634-Z_52860_STOP","001C06","AK 68 - AC 13","4.638607","-74.117194","0","","0","","","","0","",""
"100634-Z_53100_STOP","126D06","AK 68 - AC 13","4.638332","-74.116953","0","","0","","","","0","",""
"100634-Z_53098_STOP","126B06","AK 68 - AC 13","4.639058","-74.11617","0","","0","","","","0","",""
"100634-Z_53099_STOP","126C06","AK 68 - AC 13","4.638604","-74.116667","0","","0","","","","0","",""
"100634-Z_53103_STOP","127C06","AK 68 - AC 17","4.641638","-74.113617","0","","0","","","","0","",""
"100634-Z_53102_STOP","127B06","AK 68 - AC 17","4.641936","-74.113311","0","","0","","","","0","",""
"100634-Z_53104_STOP","127D06","AK 68 - AC 17","4.641377","-74.113884","0","","0","","","","0","",""
"100634-Z_53124_STOP","132D06","AK 68 - AC 26","4.652166","-74.104763","0","","0","","","","0","",""
"100634-Z_53119_STOP","131C06","AK 68 - AC 26","4.651334","-74.104838","0","","0","","","","0","",""
"100634-Z_53120_STOP","131D06","AK 68 - AC 26","4.65109","-74.105024","0","","0","","","","0","",""
"100634-Z_53118_STOP","131B06","AK 68 - AC 26","4.65153","-74.104719","0","","0","","","","0","",""
"100634-Z_53121_STOP","132A06","AK 68 - AC 26","4.651542","-74.105178","0","","0","","","","0","",""
"100634-Z_52450_STOP","115C05","AK 68 - AC 26","4.655883","-74.101778","0","","0","","","","0","",""
"100634-Z_53117_STOP","131A06","AK 68 - AC 26","4.65175","-74.104569","0","","0","","","","0","",""
"100634-Z_52485_STOP","119B05","AK 68 - AC 63","4.663084","-74.096163","0","","0","","","","0","",""
"100634-Z_52489_STOP","120B05","AK 68 - AC 63","4.668956","-74.091631","0","","0","","","","0","",""
"100634-Z_52495_STOP","121D05","AK 68 - AC 63","4.668128","-74.091827","0","","0","","","","0","",""
"100634-Z_53146_STOP","437B05","AK 68 - AC 63","4.663663","-74.09527","0","","0","","","","0","",""
"100634-Z_53145_STOP","437A05","AK 68 - AC 63","4.66394","-74.095051","0","","0","","","","0","",""
"100634-Z_52494_STOP","121C05","AK 68 - AC 63","4.668624","-74.091424","0","","0","","","","0","",""
"100634-Z_52484_STOP","119A05","AK 68 - AC 63","4.662837","-74.096344","0","","0","","","","0","",""
"100634-Z_52488_STOP","120A05","AK 68 - AC 63","4.668624","-74.091884","0","","0","","","","0","",""
"100634-Z_52520_STOP","123A05","AK 68 - AC 66","4.67225","-74.089209","0","","0","","","","0","",""
"100634-Z_52521_STOP","123B05","AK 68 - AC 66","4.672457","-74.089079","0","","0","","","","0","",""
"100634-Z_52517_STOP","122B05","AK 68 - AC 66","4.671206","-74.089479","0","","0","","","","0","",""
"100634-Z_51280_STOP","102B04","AK 68 - AC 72","4.679526","-74.084713","0","","0","","","","0","",""
"100634-Z_51279_STOP","102A04","AK 68 - AC 72","4.679334","-74.084896","0","","0","","","","0","",""
"100634-Z_54657_STOP","176B03","AK 68 - AC 80","4.684685","-74.078431","0","","0","","","","0","",""
"100634-Z_51308_STOP","105A04","AK 68 - AC 80","4.683143","-74.080261","0","","0","","","","0","",""
"100634-Z_51309_STOP","105B04","AK 68 - AC 80","4.68334","-74.080031","0","","0","","","","0","",""
"100634-Z_54656_STOP","176A03","AK 68 - AC 80","4.684531","-74.0786","0","","0","","","","0","",""
"100634-Z_54658_STOP","176C03","AK 68 - AC 80","4.684813","-74.078268","0","","0","","","","0","",""
"100634-Z_56252_STOP","101B07","AK 68 - CL 10","4.632641","-74.120685","0","","0","","","","0","",""
"100634-Z_56158_STOP","072C07","AK 68 - CL 10","4.634155","-74.120454","0","","0","","","","0","",""
"100634-Z_56157_STOP","072B07","AK 68 - CL 11","4.633891","-74.120554","0","","0","","","","0","",""
"100634-Z_56156_STOP","072A07","AK 68 - CL 11","4.633489","-74.120721","0","","0","","","","0","",""
"100634-Z_56159_STOP","072D07","AK 68 - CL 11","4.634707","-74.120206","0","","0","","","","0","",""
"100634-Z_56206_STOP","094D07","AK 68 - CL 12","4.635314","-74.119561","0","","0","","","","0","",""
"100634-Z_52864_STOP","002C06","AK 68 - CL 18","4.641665","-74.114086","0","","0","","","","0","",""
"100634-Z_52862_STOP","002A06","AK 68 - CL 18","4.641092","-74.114683","0","","0","","","","0","",""
"100634-Z_52863_STOP","002B06","AK 68 - CL 18","4.64138","-74.114398","0","","0","","","","0","",""
"100634-Z_52865_STOP","002D06","AK 68 - CL 18","4.641871","-74.113873","0","","0","","","","0","",""
"100634-Z_53101_STOP","127A06","AK 68 - CL 19","4.642191","-74.113035","0","","0","","","","0","",""
"100634-Z_52995_STOP","068D06","AK 68 - CL 19","4.643116","-74.112174","0","","0","","","","0","",""
"100634-Z_52994_STOP","068C06","AK 68 - CL 19","4.643534","-74.111792","0","","0","","","","0","",""
"100634-Z_56249_STOP","100C07","AK 68 - CL 1a","4.622677","-74.12459","0","","0","","","","0","",""
"100634-Z_53267_STOP","190B06","AK 68 - CL 20","4.643663","-74.112067","0","","0","","","","0","",""
"100634-Z_53266_STOP","190A06","AK 68 - CL 20","4.643316","-74.11243","0","","0","","","","0","",""
"100634-Z_52993_STOP","068B06","AK 68 - CL 20","4.643957","-74.111295","0","","0","","","","0","",""
"100634-Z_53269_STOP","190D06","AK 68 - CL 20","4.644849","-74.110935","0","","0","","","","0","",""
"100634-Z_53268_STOP","190C06","AK 68 - CL 20","4.644649","-74.111128","0","","0","","","","0","",""
"100634-Z_53107_STOP","128C06","AK 68 - CL 22","4.646211","-74.10911","0","","0","","","","0","",""
"100634-Z_53111_STOP","129C06","AK 68 - CL 22","4.646533","-74.109184","0","","0","","","","0","",""
"100634-Z_53108_STOP","128D06","AK 68 - CL 22","4.645961","-74.109365","0","","0","","","","0","",""
"100634-Z_52449_STOP","115B05","AK 68 - CL 44","4.655619","-74.102049","0","","0","","","","0","",""
"100634-Z_52455_STOP","116D05","AK 68 - CL 44","4.655619","-74.10148","0","","0","","","","0","",""
"100634-Z_52448_STOP","115A05","AK 68 - CL 44","4.655337","-74.10229","0","","0","","","","0","",""
"100634-Z_52453_STOP","116B05","AK 68 - CL 45","4.656179","-74.101046","0","","0","","","","0","",""
"100634-Z_52454_STOP","116C05","AK 68 - CL 45","4.655916","-74.101277","0","","0","","","","0","",""
"100634-Z_52452_STOP","116A05","AK 68 - CL 46","4.656534","-74.100798","0","","0","","","","0","",""
"100634-Z_52451_STOP","115D05","AK 68 - CL 46","4.656511","-74.101255","0","","0","","","","0","",""
"100634-Z_52479_STOP","117D05","AK 68 - CL 49","4.65986","-74.098721","0","","0","","","","0","",""
"100634-Z_52476_STOP","117A05","AK 68 - CL 49","4.659495","-74.099013","0","","0","","","","0","",""
"100634-Z_56245_STOP","099C07","AK 68 - CL 4d","4.627336","-74.122858","0","","0","","","","0","",""
"100634-Z_56246_STOP","099D07","AK 68 - CL 4d","4.627","-74.122986","0","","0","","","","0","",""
"100634-Z_56236_STOP","097B07","AK 68 - CL 4g","4.627479","-74.123195","0","","0","","","","0","",""
"100634-Z_56235_STOP","097A07","AK 68 - CL 4g","4.627187","-74.123302","0","","0","","","","0","",""
"100634-Z_56243_STOP","099A07","AK 68 - CL 4g","4.628071","-74.122588","0","","0","","","","0","",""
"100634-Z_52481_STOP","118B05","AK 68 - CL 51","4.661519","-74.09693","0","","0","","","","0","",""
"100634-Z_52480_STOP","118A05","AK 68 - CL 51","4.661733","-74.096757","0","","0","","","","0","",""
"100634-Z_52487_STOP","119D05","AK 68 - CL 52","4.663651","-74.095748","0","","0","","","","0","",""
"100634-Z_52797_STOP","210D05","AK 68 - CL 52","4.662199","-74.096907","0","","0","","","","0","",""
"100634-Z_52483_STOP","118D05","AK 68 - CL 53","4.661063","-74.097279","0","","0","","","","0","",""
"100634-Z_53148_STOP","437D05","AK 68 - CL 53","4.663156","-74.095692","0","","0","","","","0","",""
"100634-Z_52482_STOP","118C05","AK 68 - CL 53","4.661284","-74.097121","0","","0","","","","0","",""
"100634-Z_53147_STOP","437C05","AK 68 - CL 53","4.6634","-74.095484","0","","0","","","","0","",""
"100634-Z_52796_STOP","210C05","AK 68 - CL 57","4.661981","-74.097076","0","","0","","","","0","",""
"100634-Z_52486_STOP","119C05","AK 68 - CL 57","4.663367","-74.095964","0","","0","","","","0","",""
"100634-Z_52516_STOP","122A05","AK 68 - CL 64","4.672127","-74.088848","0","","0","","","","0","",""
"100634-Z_51101_STOP","015B04","AK 68 - CL 73","4.678669","-74.085008","0","","0","","","","0","",""
"100634-Z_51068_STOP","001C04","AK 68 - CL 78","4.682157","-74.080915","0","","0","","","","0","",""
"100634-Z_51310_STOP","105C04","AK 68 - CL 78","4.683525","-74.079795","0","","0","","","","0","",""
"100634-Z_54717_STOP","209B03","AK 68 - CL 90","4.685802","-74.076388","0","","0","","","","0","",""
"100634-Z_54721_STOP","210C03","AK 68 - CL 90","4.688374","-74.073085","0","","0","","","","0","",""
"100634-Z_54716_STOP","209A03","AK 68 - CL 90","4.685948","-74.076173","0","","0","","","","0","",""
"100634-Z_54718_STOP","209C03","AK 68 - CL 90","4.685508","-74.076737","0","","0","","","","0","",""
"100634-Z_54720_STOP","210B03","AK 68 - CL 95","4.688487","-74.072902","0","","0","","","","0","",""
"100634-Z_54653_STOP","175A03","AK 68 - CL 95","4.686744","-74.075819","0","","0","","","","0","",""
"100634-Z_54719_STOP","210A03","AK 68 - CL 98","4.688632","-74.072605","0","","0","","","","0","",""
"100634-Z_56234_STOP","096D07","AK 68 - CL 9c","4.632371","-74.121163","0","","0","","","","0","",""
"100634-Z_56233_STOP","096C07","AK 68 - CL 9c","4.631989","-74.121325","0","","0","","","","0","",""
"100634-Z_56203_STOP","094A07","AK 68- CL 12a","4.636762","-74.11859","0","","0","","","","0","",""
"100634-Z_56557_STOP","169A01","AK 7 - AC 116","4.694443","-74.032683","0","","0","","","","0","",""
"100634-Z_56728_STOP","245A01","AK 7 - AC 134","4.712071","-74.029417","0","","0","","","","0","",""
"100634-Z_56715_STOP","238A01","AK 7 - AC 147","4.72317","-74.026197","0","","0","","","","0","",""
"100634-Z_56304_STOP","045A01","AK 7 - AC 153","4.728281","-74.024538","0","","0","","","","0","",""
"100634-Z_57594_STOP","227A01","AK 7 - AC 170","4.747797","-74.02308","0","","0","","","","0","",""
"100634-Z_57486_STOP","228B01","AK 7 - AC 170","4.747668","-74.022729","0","","0","","","","0","",""
"100634-Z_57241_STOP","577A01","AK 7 - AC 201","4.776932","-74.025985","0","","0","","","","0","",""
"100634-Z_57276_STOP","587A01","AK 7 - AC 201","4.777425","-74.0261","0","","0","","","","0","",""
"100634-Z_56547_STOP","164A01","AK 7 - CL 101","4.681893","-74.037255","0","","0","","","","0","",""
"100634-Z_56548_STOP","164B01","AK 7 - CL 102","4.682119","-74.037107","0","","0","","","","0","",""
"100634-Z_56413_STOP","113A01","AK 7 - CL 104","4.683389","-74.036242","0","","0","","","","0","",""
"100634-Z_56549_STOP","165A01","AK 7 - CL 106","4.684098","-74.0363","0","","0","","","","0","",""
"100634-Z_56550_STOP","165B01","AK 7 - CL 106","4.684737","-74.035996","0","","0","","","","0","",""
"100634-Z_56313_STOP","049B01","AK 7 - CL 110","4.68896","-74.034494","0","","0","","","","0","",""
"100634-Z_56311_STOP","048B01","AK 7 - CL 113","4.692059","-74.033505","0","","0","","","","0","",""
"100634-Z_56310_STOP","048A01","AK 7 - CL 114","4.69256","-74.033357","0","","0","","","","0","",""
"100634-Z_56586_STOP","171B01","AK 7 - CL 118","4.695418","-74.032096","0","","0","","","","0","",""
"100634-Z_56585_STOP","171A01","AK 7 - CL 119","4.696115","-74.031642","0","","0","","","","0","",""
"100634-Z_56453_STOP","123B01","AK 7 - CL 120","4.69706","-74.031395","0","","0","","","","0","",""
"100634-Z_56590_STOP","173B01","AK 7 - CL 123","4.698578","-74.029773","0","","0","","","","0","",""
"100634-Z_56589_STOP","173A01","AK 7 - CL 123","4.698167","-74.030388","0","","0","","","","0","",""
"100634-Z_56591_STOP","174A01","AK 7 - CL 124","4.700431","-74.028834","0","","0","","","","0","",""
"100634-Z_56592_STOP","174B01","AK 7 - CL 124","4.700234","-74.028885","0","","0","","","","0","",""
"100634-Z_56593_STOP","175A01","AK 7 - CL 126","4.701084","-74.028435","0","","0","","","","0","",""
"100634-Z_56594_STOP","175B01","AK 7 - CL 126","4.700619","-74.028531","0","","0","","","","0","",""
"100634-Z_56776_STOP","248A01","AK 7 - CL 130","4.709521","-74.028471","0","","0","","","","0","",""
"100634-Z_56730_STOP","246B01","AK 7 - CL 132","4.711361","-74.02889","0","","0","","","","0","",""
"100634-Z_56729_STOP","246A01","AK 7 - CL 132","4.711138","-74.02883","0","","0","","","","0","",""
"100634-Z_56727_STOP","244B01","AK 7 - CL 135","4.713653","-74.029247","0","","0","","","","0","",""
"100634-Z_56309_STOP","047B01","AK 7 - CL 135","4.713469","-74.028991","0","","0","","","","0","",""
"100634-Z_56726_STOP","244A01","AK 7 - CL 135","4.713358","-74.029328","0","","0","","","","0","",""
"100634-Z_56308_STOP","047A01","AK 7 - CL 135","4.713792","-74.028896","0","","0","","","","0","",""
"100634-Z_56725_STOP","243B01","AK 7 - CL 138","4.714916","-74.028599","0","","0","","","","0","",""
"100634-Z_56797_STOP","264A01","AK 7 - CL 140","4.715438","-74.028869","0","","0","","","","0","",""
"100634-Z_56798_STOP","264B01","AK 7 - CL 140","4.716725","-74.028926","0","","0","","","","0","",""
"100634-Z_56724_STOP","243A01","AK 7 - CL 140","4.715782","-74.028576","0","","0","","","","0","",""
"100634-Z_56722_STOP","241B01","AK 7 - CL 144","4.719721","-74.027148","0","","0","","","","0","",""
"100634-Z_56720_STOP","240B01","AK 7 - CL 144","4.718458","-74.028121","0","","0","","","","0","",""
"100634-Z_56719_STOP","240A01","AK 7 - CL 144","4.719058","-74.027769","0","","0","","","","0","",""
"100634-Z_56718_STOP","239B01","AK 7 - CL 146","4.721598","-74.026027","0","","0","","","","0","",""
"100634-Z_56716_STOP","238B01","AK 7 - CL 147","4.722139","-74.026306","0","","0","","","","0","",""
"100634-Z_56717_STOP","239A01","AK 7 - CL 147","4.721964","-74.026001","0","","0","","","","0","",""
"100634-Z_56714_STOP","237B01","AK 7 - CL 148","4.724468","-74.025203","0","","0","","","","0","",""
"100634-Z_56713_STOP","237A01","AK 7 - CL 148","4.724704","-74.025006","0","","0","","","","0","",""
"100634-Z_56379_STOP","070A01","AK 7 - CL 150","4.72505","-74.025256","0","","0","","","","0","",""
"100634-Z_56380_STOP","070B01","AK 7 - CL 150","4.725502","-74.025014","0","","0","","","","0","",""
"100634-Z_57406_STOP","660A01","AK 7 - CL 152","4.72677","-74.024627","0","","0","","","","0","",""
"100634-Z_57407_STOP","660B01","AK 7 - CL 152","4.726492","-74.024657","0","","0","","","","0","",""
"100634-Z_56305_STOP","045B01","AK 7 - CL 153","4.729081","-74.024251","0","","0","","","","0","",""
"100634-Z_56711_STOP","236A01","AK 7 - CL 155","4.728958","-74.023993","0","","0","","","","0","",""
"100634-Z_56710_STOP","235B01","AK 7 - CL 156","4.732609","-74.024154","0","","0","","","","0","",""
"100634-Z_56708_STOP","234B01","AK 7 - CL 156","4.732693","-74.023862","0","","0","","","","0","",""
"100634-Z_56707_STOP","234A01","AK 7 - CL 156","4.732393","-74.0238","0","","0","","","","0","",""
"100634-Z_56306_STOP","046A01","AK 7 - CL 160","4.734953","-74.024169","0","","0","","","","0","",""
"100634-Z_57481_STOP","231A01","AK 7 - CL 163","4.73795","-74.022913","0","","0","","","","0","",""
"100634-Z_57487_STOP","229A01","AK 7 - CL 165","4.741429","-74.022473","0","","0","","","","0","",""
"100634-Z_57488_STOP","229B01","AK 7 - CL 165","4.741841","-74.022443","0","","0","","","","0","",""
"100634-Z_56300_STOP","043A01","AK 7 - CL 166","4.744553","-74.022135","0","","0","","","","0","",""
"100634-Z_56302_STOP","044A01","AK 7 - CL 166","4.743432","-74.022428","0","","0","","","","0","",""
"100634-Z_56303_STOP","044B01","AK 7 - CL 166","4.743746","-74.02241","0","","0","","","","0","",""
"100634-Z_56969_STOP","320A01","AK 7 - CL 173","4.752088","-74.024362","0","","0","","","","0","",""
"100634-Z_56972_STOP","321B01","AK 7 - CL 173","4.752232","-74.024142","0","","0","","","","0","",""
"100634-Z_56970_STOP","320B01","AK 7 - CL 174","4.752401","-74.02437","0","","0","","","","0","",""
"100634-Z_56971_STOP","321A01","AK 7 - CL 174","4.753302","-74.024225","0","","0","","","","0","",""
"100634-Z_56915_STOP","316B01","AK 7 - CL 175","4.754595","-74.024312","0","","0","","","","0","",""
"100634-Z_56635_STOP","190B01","AK 7 - CL 175","4.754733","-74.024622","0","","0","","","","0","",""
"100634-Z_56609_STOP","190A01","AK 7 - CL 175","4.754421","-74.02459","0","","0","","","","0","",""
"100634-Z_56914_STOP","316A01","AK 7 - CL 178","4.754964","-74.024344","0","","0","","","","0","",""
"100634-Z_56368_STOP","061B01","AK 7 - CL 180","4.756703","-74.024685","0","","0","","","","0","",""
"100634-Z_56366_STOP","060B01","AK 7 - CL 181","4.757287","-74.025247","0","","0","","","","0","",""
"100634-Z_56365_STOP","060A01","AK 7 - CL 181","4.757042","-74.025139","0","","0","","","","0","",""
"100634-Z_56370_STOP","062B01","AK 7 - CL 182","4.758622","-74.02588","0","","0","","","","0","",""
"100634-Z_56369_STOP","062A01","AK 7 - CL 182","4.758368","-74.025764","0","","0","","","","0","",""
"100634-Z_56371_STOP","063A01","AK 7 - CL 182","4.758941","-74.02582","0","","0","","","","0","",""
"100634-Z_56374_STOP","065A01","AK 7 - CL 186","4.762197","-74.027","0","","0","","","","0","",""
"100634-Z_56373_STOP","064A01","AK 7 - CL 186","4.763058","-74.02743","0","","0","","","","0","",""
"100634-Z_56375_STOP","066A01","AK 7 - CL 189","4.765859","-74.027613","0","","0","","","","0","",""
"100634-Z_56377_STOP","068A01","AK 7 - CL 191","4.767842","-74.027695","0","","0","","","","0","",""
"100634-Z_56378_STOP","069A01","AK 7 - CL 191","4.768262","-74.027539","0","","0","","","","0","",""
"100634-Z_57242_STOP","578A01","AK 7 - CL 207","4.785235","-74.027981","0","","0","","","","0","",""
