"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"100634-Z_7722","100634-3","7","Palmitas - Consuelo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7723","100634-3","7","Consuelo Nocturna","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7696-2","100634-3","12","Puente Grande Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7696","100634-3","12","Chapinero Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5640","100634-3","37","Unicentro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5641-2","100634-3","37","Engativa Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7727","100634-3","39","Patio Bonito","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7650","100634-3","39","Diana Turbay","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7007","100634-3","60","Zarazota","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7019-2","100634-3","91","San Jose","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7028","100634-3","91","Porciuncula Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7367-2","100634-3","94","Bosa San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5982-2","100634-3","97","Rincon De Venecia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5983-2","100634-3","97","Rincon De Venecia Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5811","100634-3","99","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4791-2","100634-3","C1","Roma","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7623","100634-3","P7","Porvenir","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7554","100634-3","P7","Pinares Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6970","100634-3","Z8","Toberin","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6970-2","100634-3","Z8","Metrovivienda","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7870","100634-3","111","Gaviotas Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7869-2","100634-3","111","Metrovivienda","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7870-2","100634-3","111","Metrovivienda Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6980","100634-3","117","Libertadores","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7448","100634-3","120","Egipto Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7447-2","100634-3","120","Bosa San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5492","100634-3","128","Centro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7290","100634-3","139","Bosa San Jose","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6542-2","100634-3","142","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6542","100634-3","142","Centro Internacional","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5439","100634-3","143","Germania Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7664","100634-3","166","Porciuncula","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5766-2","100634-3","191","Metrovivienda","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5224","100634-3","192","Unicentro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5229-2","100634-3","192","Catalina Ii Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6834-2","100634-3","256","Tihuaque","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4899","100634-3","260","Unicentro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6091","100634-3","271","Lomas","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7761","100634-3","291","Tierra Buena","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7675","100634-3","291","Terminal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7884","100634-3","330","La Estrellita Reversible","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7094-2","100634-3","344","Tibabuyes","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7919-2","100634-3","359","El Encanto - Centro Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7011","100634-3","367","Porciuncula","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4788-2","100634-3","402","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5882","100634-3","442","Verbenal","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5882-2","100634-3","442","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5024","100634-3","466","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5261","100634-3","466","Chico Norte Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7568","100634-3","5-1","Granja KR 77 - Suba Rincon","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5448-2","100634-3","5-2","Av. Cali","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6815","100634-3","5-3","Granja Kr77 - Serena Cerezos","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6762","100634-3","5-4","Granja Carrera 77 - Florida","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4628","100634-3","539","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7906-2","100634-3","56a","Isla Del Sol","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7685","100634-3","576","Bosa Santa Fe","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5578","100634-3","577","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7553","100634-3","579","Marly","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6590-2","100634-3","580","San Jose","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7729-2","100634-3","593","Metrovivienda - Chico Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6995-2","100634-3","599","Bosa San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6995","100634-3","599","Suba Gaitana","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7597","100634-3","59b","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7804","100634-3","6-3","Sierra Morena-Portal Tunal","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5786","100634-3","614","Zona Industrial Montevideo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5785","100634-3","614","Bolonia Usme","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6169-2","100634-3","621","Bachue","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6169","100634-3","621","Santo Domingo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7579","100634-3","624","20 De Julio","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5813-2","100634-3","634","San Jose","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5813","100634-3","634","Calle 153","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7350","100634-3","661","San Martin De Loba","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7700","100634-3","669","Camelia Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7700-2","100634-3","669","Gran Granada Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7486","100634-3","674","Florida Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7334","100634-3","688","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7334-2","100634-3","688","La Magdalena - Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7671","100634-3","7-2","Tunal","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7453","100634-3","7-3","Ingles","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5836","100634-3","731","Br. Sucre","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7737","100634-3","733","Tierra Buena - San Carlos","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4509","100634-3","740","Canada Guira","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7002","100634-3","786","Molinos Ii","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7002-2","100634-3","786","Metrovivienda","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7230","100634-3","806","Sabana Del Dorado","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7231","100634-3","806","Providencia Alta","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6845-2","100634-3","927","San Jose","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6845","100634-3","927","Portal Eldorado","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7738","100634-3","953","Tierra Buena","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7012","100634-3","C11","Porciuncula","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6718-2","100634-3","C15","Bosa San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6718","100634-3","C15","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5658","100634-3","C25","Unicentro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5659-2","100634-3","C25","Engativa Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5658-2","100634-3","C25","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4457","100634-3","C29","Centro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7419-2","100634-3","C80","Isla Del Sol","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7089","100634-3","E17","Chico","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7089-2","100634-3","E17","Villa Gloria","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7257","100634-3","E25","Lourdes","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7088","100634-3","E43","Chico","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6714","100634-3","E44","El Uval","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6191-2","100634-3","E61","Casablanca Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5069","100634-3","N16","Ciudad Jardin","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5980-2","100634-3","P24","Bosa San Jose","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5440","100634-3","P39","Zona Franca","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7704","100634-3","P44","Bosa Santa Fe","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7704-2","100634-3","P44","Arabia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6706-2","100634-3","P49","Villa Gladys Reversible","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6706","100634-3","P49","Terminal Norte Reversible","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7574","100634-3","Se6","La Roca Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7249","100634-3","T04","Portal Del Sur","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7024","100634-3","T06","San Luis Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7610","100634-3","T07","Estacion 1 De Mayo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6174-2","100634-3","T08","Tuna Alta","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4993","100634-3","T11","Alpes","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4992","100634-3","T11","Calle 222","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4994","100634-3","T11","Alpes Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7891","100634-3","T12","San Joaquin - Chico Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7070-2","100634-3","T13","San Blas Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7398-2","100634-3","T21","Compartir Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7397","100634-3","T21","Canton Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7440","100634-3","T25","Potosi","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7470","100634-3","T26","Palermo Sur","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7471-2","100634-3","T26","Country Club Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5708","100634-3","T27","Monte Bello Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7732","100634-3","T38","Est. Modelia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7732-2","100634-3","T38","Metrovivienda - Est. Modelia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6741-2","100634-3","T40","Catalina Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4741","100634-3","T40","Marly","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6260","100634-3","T48","Zona Industrial","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5186","100634-3","T52","Est. Toberin","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5187","100634-3","T53","Colina","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5188-2","100634-3","T53","Est. Alcala Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6012-2","100634-3","T55","Portal Suba","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6012","100634-3","T55","Portal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7003","100634-3","T62","Metrovivienda","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6135","100634-3","Z4b","Terminal Salitre","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5946-2","100634-3","107a","Jaqueline","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5946","100634-3","107a","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5718","100634-3","114a","Paloquemao","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7546-2","100634-3","13-2","Estacion 1 De Mayo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5713","100634-3","13-4","Diana Turbay","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5714","100634-3","13-5","Palermo Sur","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6673","100634-3","13-8","Altamira","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6673-2","100634-3","13-8","Portal 20 De Julio","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6543","100634-3","135a","Palermo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6543-2","100634-3","135a","Jacqueline","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5615","100634-3","14-1","Bicentenario","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5619","100634-3","14-6","El Verjon","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5619-2","100634-3","14-6","Bicentenario","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6017","100634-3","15-3","Horacio Orjuela","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6017-2","100634-3","15-3","Estacion 1 De Mayo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5626","100634-3","15-4","Ramajal","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5632","100634-3","15-5","Bicentenario Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6223","100634-3","16-5","Villa Amalia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6223-2","100634-3","16-5","Portal Eldorado","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5646","100634-3","19-1","Est. Alcala","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5131","100634-3","19-2","Est. Alcala","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5606-2","100634-3","19-3","Estacion Tm Cl 100","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5606","100634-3","19-3","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7887","100634-3","19-6","Cedritos - CL 142 Tm","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6067-2","100634-3","19-7","Estacion Calle 146","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5611-2","100634-3","19-8","Est. Cl 85","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5611","100634-3","19-8","La Cabrera","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5613","100634-3","19-9","Carrera 7","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5613-2","100634-3","19-9","Cardioinfantil","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4930-2","100634-3","193b","Bachue Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4930","100634-3","193b","Marly Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4848-2","100634-3","201a","Estadio Techo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5358-2","100634-3","403a","Engativa","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5908","100634-3","403b","Unicentro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5908-2","100634-3","403b","Sabanas Del Dorado","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4475-2","100634-3","544a","Bosa San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7810","100634-3","6-18","San Carlos - Santa Barbara","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7809","100634-3","6-18","San carlos - Mocguelo Bajo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7248","100634-3","607a","Pontevedra","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4997-2","100634-3","742a","Paraiso","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4538","100634-3","787a","Teusaquillo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7818","100634-3","796a","Mochuelo Bajo - Centro Internacional","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6066","100634-3","8-10","Mundo Aventura","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7261","100634-3","A002","San Luis","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7410","100634-3","A103","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7411","100634-3","A103","Chapinero Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7071","100634-3","A117","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7923","100634-3","A124","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6319","100634-3","A127","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7450","100634-3","A129","Germania Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7107","100634-3","A134","Pq. Central Bavaria Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7108","100634-3","A134","Universidad Pedagogica Refuerzo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7459","100634-3","A151","Centro Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7455","100634-3","A153","Centro Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4652","100634-3","A203","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7903","100634-3","A213","Galerias","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7819","100634-3","A214","Ricaurte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7872","100634-3","A215","Germania Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7853","100634-3","A336","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5340","100634-3","A405","Centro Internacional","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7739","100634-3","A410","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7740","100634-3","A410","Chico Norte Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7673","100634-3","A426","Estacion Comuneros","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5812","100634-3","A501","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6829","100634-3","A503","Est. Calle 100","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_4815","100634-3","A506","Galerias","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7232","100634-3","A507","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6830","100634-3","A518","Chapinero Central","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6449","100634-3","A522","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6493","100634-3","A523","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7719","100634-3","A532","Chapinero Central","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6636","100634-3","A600","Chapinero Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7910","100634-3","A601","San Diego Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5532","100634-3","A602","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7345","100634-3","A605","Polo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7824","100634-3","A606","Canton Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6154","100634-3","A610","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6179","100634-3","A611","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7559","100634-3","A617","Centro Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7243","100634-3","A618","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7813","100634-3","A620","San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7146","100634-3","A628","Galerias","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7691","100634-3","A633","Ricaurte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7565","100634-3","A642","Porciuncula","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7401","100634-3","A702","El Guavio","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5655","100634-3","A704","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5662","100634-3","A706","San Diego","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7227","100634-3","A708","Chico Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7843","100634-3","A720","7 De Agosto","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7167","100634-3","A725","Las Nieves","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7514","100634-3","A805","7 De Agosto","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6464","100634-3","A809","Marly Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6840","100634-3","A814","Porciuncula","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6803","100634-3","A815","Germania","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7149","100634-3","A818","Galerias","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7569","100634-3","A821","Est. Universidades","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7905","100634-3","A900","Galerias","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6177","100634-3","B100","Est. Alcala","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7833","100634-3","B118","San Cristobal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7100","100634-3","B130","Cardio Infantil","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7922","100634-3","B138","Cedritos","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7598","100634-3","B144","Clinica El Bosque","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7087","100634-3","B145","San Cristobal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7530","100634-3","B161","Unicentro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7832","100634-3","B162","San Cristobal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6886","100634-3","B309","Lijaca Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7382","100634-3","B419","Lijaca Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5753","100634-3","B608","Chico Navarra","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7886","100634-3","B609","Unicentro Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7446","100634-3","B631","Avenida Calle 134","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7905-2","100634-3","B900","La Estrellita","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7238","100634-3","B902","Calle 222","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7239","100634-3","B902","Calle 170 Refuerzo","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7900-2","100634-3","B903","Verbenal","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7701-2","100634-3","B904","La Estrellita","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7877-2","100634-3","B905","Serrezuela","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7540","100634-3","B906","Toberin","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7189","100634-3","B907","Terminal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_5948","100634-3","B908","Santa Ana","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7513","100634-3","B909","Mazuren Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7587","100634-3","B916","Balmoral Norte Reversible","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7090-2","100634-3","B917","Terminal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7764-2","100634-3","B918","Terminal Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7865","100634-3","B919","Gaviotas - Terminal Norte Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6878","100634-3","B920","Est. Calle 127","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7056-2","100634-3","B925","Est. Mazuren","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7769","100634-3","B927","Lomitas","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6177-2","100634-3","C100","Casablanca Norte","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7311","100634-3","C101","Sabana Del Dorado","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7310","100634-3","C101","Providencia Alta","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7931-2","100634-3","C102","Suba Fontanar","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7411-2","100634-3","C103","Portales Norte Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7533","100634-3","C105","Chapinero","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_6243","100634-3","C110","Portal Suba","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7013","100634-3","C115","El Retiro","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7269-2","100634-3","C116","Fontanar","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7270-2","100634-3","C117","Villa Cindy Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7833-2","100634-3","C118","Suba Berlin","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7702-2","100634-3","C122","Villa Cindy","Urbano","3","","00618E","FFFFFF","","",""
"100634-Z_7337-2","100634-3","C123","La Magdalena Ciclovia","Urbano","3","","00618E","FFFFFF","","",""
