"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"100634-T_1286","100634-4","16-4","El Muelle","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_2209","100634-4","16-6","LA Faena","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_426","100634-4","2-10","Verbenal","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_1158","100634-4","2-11","Andalucia","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_2635","100634-4","6-12","Villa Gloria","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_1784","100634-4","6-1c","Casalinda","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_2630","100634-4","6-5c","Portal Tunal - Arabia - Tesoro","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_1529","100634-4","9-10","Roma","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_1527","100634-4","9-11","Franja Seca","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_2254","100634-4","L820","San Isidro","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_2366","100634-4","10-3c","Alameda","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_234","100634-4","13-10","Villa Del Cerro","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_1632","100634-4","13-12","Los Libertadores","Alimentador","3","","196939","FFFFFF","","",""
"100634-T_1200","100634-4","13-13","Resurreccion","Alimentador","3","","196939","FFFFFF","","",""
"100634-Z_5004","100634-4","3-2","Santa Librada","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5029","100634-4","3-3","Chuniza","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5032","100634-4","3-4","Alfonso Lopez","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_6356","100634-4","3-5","Usminia Refuerzo","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5042","100634-4","3-6","Danubio","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5043","100634-4","3-8","Virrey","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5054","100634-4","3-9","Marichuela","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7689","100634-4","4-1","Estacion Molinos","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7687","100634-4","4-2","Estacion Molinos","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7688","100634-4","4-3","Estacion Molinos","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7462","100634-4","7-1","Uribe Uribe","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5748","100634-4","10-6","Perdomo","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5402","100634-4","11-2","San Andres","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7564","100634-4","11-3","Portal Suba - Villa Maria","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5447","100634-4","11-4","Aures","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5404","100634-4","11-5","Av Cali","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7823","100634-4","11-6","Portal Suba - Las Mercedes Refuerzo","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7206","100634-4","11-7","Portal Suba - Pinar Refuerzo","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7054","100634-4","11-8","Portal Suba - La Gaitana","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7053","100634-4","11-9","Portal Suba - Lisboa","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7642","100634-4","12-1","General Santander - Fatima","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5981","100634-4","3-10","Usme Centro","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7077","100634-4","3-11","La Fiscala","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_6417","100634-4","3-12","La Esperanza Sur El Bosque Refuerzo","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5352","100634-4","3-14","El Uval","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7567","100634-4","C104","Portal Suba - Compartir","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_5480","100634-4","11-10","Bilbao Pico","Alimentador_V","3","","196939","FFFFFF","","",""
"100634-Z_7892","100634-5","18-3","Est.Terminal Norte - Germania","Complementario","3","","FF6319","FFFFFF","","",""
"100634-Z_7892-2","100634-5","18-3","Terminal Norte","Complementario","3","","FF6319","FFFFFF","","",""
"100634-Z_7588","100634-5","A915","Porciuncula","Complementario","3","","FF6319","FFFFFF","","",""
"100634-Z_7588-2","100634-5","B915","Toberin","Complementario","3","","FF6319","FFFFFF","","",""
"100634-Z_7139","100634-5","B926","Est. Mazuren","Complementario","3","","FF6319","FFFFFF","","",""
"100634-Z_5754","100634-5","Tc10","Portal Norte","Complementario","3","","FF6319","FFFFFF","","",""
"100634-Z_6453","100634-5","19-10","Est. Prado","Complementario","3","","FF6319","FFFFFF","","",""
"100634-C_1","100634-7","Transmicable","","Lineacable","6","","808000","000000","","",""
