route_id,service_id,trip_id,shape_id
Z_7171,3,CDHXI0002-11-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-11-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-12-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-12-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-13-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-13-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-14-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-14-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-15-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-15-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-16-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-16-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-17-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-17-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0002-18-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0002-18-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-02-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-02-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-03-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-03-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-04-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-04-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-05-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-05-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-06-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-06-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-07-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-07-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-08-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-08-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-09-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-09-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-10-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-10-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-11-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-11-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-12-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-12-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-13-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-13-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-14-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-14-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-15-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-15-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-16-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-16-3_Z_7171-2,Z_7171-2
Z_7171,3,CDHXI0003-17-3_Z_7171,Z_7171
Z_7171-2,3,CDHXI0003-17-3_Z_7171-2,Z_7171-2
Z_6803,7,CDHXO0001-02-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-02-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-03-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-03-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-04-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-04-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-05-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-05-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-06-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-06-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-07-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-07-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-08-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-08-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0001-09-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0001-09-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-02-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-02-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-03-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-03-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-04-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-04-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-05-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-05-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-06-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-06-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-07-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-07-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-08-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-08-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0002-09-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0002-09-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-02-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-02-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-03-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-03-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-04-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-04-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-05-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-05-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-06-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-06-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-07-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-07-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-08-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-08-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0003-09-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0003-09-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-02-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-02-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-03-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-03-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-04-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-04-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-05-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-05-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-06-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-06-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-07-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-07-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-08-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-08-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0004-09-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0004-09-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-02-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-02-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-03-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-03-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-04-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-04-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-05-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-05-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-06-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-06-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-07-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-07-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0005-08-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0005-08-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-02-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-02-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-03-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-03-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-04-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-04-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-05-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-05-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-06-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-06-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-07-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-07-7_Z_6803-2,Z_6803-2
Z_6803,7,CDHXO0006-08-7_Z_6803,Z_6803
Z_6803-2,7,CDHXO0006-08-7_Z_6803-2,Z_6803-2
Z_7745,7,CDHZ70001-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70001-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70001-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70001-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70001-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70001-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70001-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70001-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70001-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70001-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70001-07-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70001-07-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70002-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70002-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70002-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70002-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70002-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70002-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70002-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70002-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70002-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70002-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70002-07-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70002-07-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70003-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70003-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70003-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70003-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70003-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70003-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70003-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70003-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70003-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70003-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70004-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70004-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70004-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70004-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70004-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70004-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70004-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70004-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70004-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70004-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70004-07-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70004-07-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70005-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70005-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70005-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70005-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70005-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70005-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70005-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70005-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70005-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70005-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70005-07-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70005-07-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70006-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70006-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70006-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70006-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70006-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70006-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70006-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70006-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70006-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70006-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70007-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70007-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70007-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70007-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70007-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70007-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70007-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70007-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70007-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70007-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70007-07-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70007-07-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70008-02-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70008-02-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70008-03-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70008-03-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70008-04-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70008-04-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70008-05-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70008-05-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70008-06-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70008-06-7_Z_7745-2,Z_7745-2
Z_7745,7,CDHZ70008-07-7_Z_7745,Z_7745
Z_7745-2,7,CDHZ70008-07-7_Z_7745-2,Z_7745-2
Z_7962,7,CDI300001-02-7_Z_7962,Z_7962
Z_7962,7,CDI300001-03-7_Z_7962,Z_7962
Z_7962,7,CDI300001-04-7_Z_7962,Z_7962
Z_7962,7,CDI300001-05-7_Z_7962,Z_7962
Z_7962,7,CDI300001-06-7_Z_7962,Z_7962
Z_7962,7,CDI300001-07-7_Z_7962,Z_7962
Z_7962,7,CDI300001-08-7_Z_7962,Z_7962
Z_7962,7,CDI300001-09-7_Z_7962,Z_7962
Z_7962,7,CDI300001-10-7_Z_7962,Z_7962
Z_7962,7,CDI300001-11-7_Z_7962,Z_7962
Z_7962,7,CDI300001-12-7_Z_7962,Z_7962
Z_7962,7,CDI300001-13-7_Z_7962,Z_7962
Z_7962,7,CDI300001-14-7_Z_7962,Z_7962
Z_7962,7,CDI300001-15-7_Z_7962,Z_7962
Z_7962,7,CDI300001-16-7_Z_7962,Z_7962
Z_7962,7,CDI300001-17-7_Z_7962,Z_7962
Z_7962,7,CDI300001-18-7_Z_7962,Z_7962
Z_7962,7,CDI300001-19-7_Z_7962,Z_7962
Z_7962,7,CDI300001-20-7_Z_7962,Z_7962
Z_7962,7,CDI300001-21-7_Z_7962,Z_7962
Z_7962,7,CDI300001-22-7_Z_7962,Z_7962
Z_7962,7,CDI300001-23-7_Z_7962,Z_7962
Z_7962,7,CDI300001-24-7_Z_7962,Z_7962
Z_7962,7,CDI300001-25-7_Z_7962,Z_7962
Z_7962,7,CDI300001-26-7_Z_7962,Z_7962
Z_7962,7,CDI300001-27-7_Z_7962,Z_7962
Z_7962,7,CDI300001-28-7_Z_7962,Z_7962
Z_7962,7,CDI300001-29-7_Z_7962,Z_7962
Z_7962,7,CDI300001-30-7_Z_7962,Z_7962
Z_7962,7,CDI300002-02-7_Z_7962,Z_7962
Z_7962,7,CDI300002-03-7_Z_7962,Z_7962
Z_7962,7,CDI300002-04-7_Z_7962,Z_7962
Z_7962,7,CDI300002-05-7_Z_7962,Z_7962
Z_7962,7,CDI300002-06-7_Z_7962,Z_7962
Z_7962,7,CDI300002-07-7_Z_7962,Z_7962
Z_7962,7,CDI300002-08-7_Z_7962,Z_7962
Z_7962,7,CDI300002-09-7_Z_7962,Z_7962
Z_7962,7,CDI300002-10-7_Z_7962,Z_7962
Z_7962,7,CDI300002-11-7_Z_7962,Z_7962
Z_7962,7,CDI300002-12-7_Z_7962,Z_7962
Z_7962,7,CDI300002-13-7_Z_7962,Z_7962
Z_7962,7,CDI300002-14-7_Z_7962,Z_7962
Z_7962,7,CDI300002-15-7_Z_7962,Z_7962
Z_7962,7,CDI300002-16-7_Z_7962,Z_7962
Z_7962,7,CDI300002-17-7_Z_7962,Z_7962
Z_7962,7,CDI300002-18-7_Z_7962,Z_7962
Z_7962,7,CDI300002-19-7_Z_7962,Z_7962
Z_7962,7,CDI300002-20-7_Z_7962,Z_7962
Z_7962,7,CDI300002-21-7_Z_7962,Z_7962
Z_7962,7,CDI300002-22-7_Z_7962,Z_7962
Z_7962,7,CDI300002-23-7_Z_7962,Z_7962
Z_7962,7,CDI300002-24-7_Z_7962,Z_7962
Z_7962,7,CDI300002-25-7_Z_7962,Z_7962
Z_7962,7,CDI300002-26-7_Z_7962,Z_7962
Z_7962,7,CDI300002-27-7_Z_7962,Z_7962
Z_7962,7,CDI300002-28-7_Z_7962,Z_7962
Z_7962,7,CDI300002-29-7_Z_7962,Z_7962
Z_7962,7,CDI300002-30-7_Z_7962,Z_7962
Z_7977,3,CDI3H0001-02-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-03-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-04-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-07-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-08-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-09-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-12-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-13-3_Z_7977,Z_7977
Z_7977,3,CDI3H0001-14-3_Z_7977,Z_7977
Z_7977,7,CDI3I0001-02-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-03-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-04-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-07-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-08-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-09-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-12-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-13-7_Z_7977,Z_7977
Z_7977,7,CDI3I0001-14-7_Z_7977,Z_7977
Z_7977,1,CDI3J0001-02-1_Z_7977,Z_7977
Z_7977,1,CDI3J0001-03-1_Z_7977,Z_7977
Z_7977,1,CDI3J0001-06-1_Z_7977,Z_7977
Z_7977,1,CDI3J0001-07-1_Z_7977,Z_7977
Z_7977,1,CDI3J0001-10-1_Z_7977,Z_7977
Z_7977,1,CDI3J0001-11-1_Z_7977,Z_7977
Z_8035,7,CDI600001-02-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-02-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-03-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-03-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-04-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-04-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-05-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-05-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-06-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-06-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-07-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-07-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-08-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-08-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-09-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-09-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-10-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-10-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-11-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-11-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-12-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-12-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-13-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-13-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-14-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-14-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-15-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-15-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-16-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-16-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600001-17-7_Z_8035,Z_8035
Z_8035-2,7,CDI600001-17-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-02-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-02-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-03-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-03-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-04-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-04-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-05-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-05-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-06-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-06-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-07-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-07-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-08-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-08-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-09-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-09-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-10-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-10-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-11-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-11-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-12-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-12-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-13-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-13-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-14-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-14-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-15-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-15-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-16-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-16-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600002-17-7_Z_8035,Z_8035
Z_8035-2,7,CDI600002-17-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-02-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-02-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-03-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-03-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-04-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-04-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-05-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-05-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-06-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-06-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-07-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-07-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-08-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-08-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-09-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-09-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-10-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-10-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-11-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-11-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-12-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-12-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-13-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-13-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-14-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-14-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-15-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-15-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600003-16-7_Z_8035,Z_8035
Z_8035-2,7,CDI600003-16-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600004-02-7_Z_8035,Z_8035
Z_8035-2,7,CDI600004-02-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600004-03-7_Z_8035,Z_8035
Z_8035-2,7,CDI600004-03-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600004-04-7_Z_8035,Z_8035
Z_8035-2,7,CDI600004-04-7_Z_8035-2,Z_8035-2
Z_8035,7,CDI600004-05-7_Z_8035,Z_8035
